CoinName,Algorithm,IsTrading,ProofType,TotalCoinsMined,TotalCoinSupply
TerraCredit,Scrypt,True,PoW/PoS,0.0,0.0
Azuki,N/A,True,N/A,23574658.56241908,-1.0
AnRKey X,N/A,True,N/A,200000000.0,-1.0
BUSD,N/A,True,N/A,13608731064.1,-1.0
RedFOX Labs,N/A,True,N/A,2000000000.0,-1.0
CarpeDiemCoin,SHA-256,True,PoW,,
Facebook Diem,N/A,False,N/A,,
PayProtocol Paycoin,N/A,True,PoS,3941000000.0,-1.0
WHALE,N/A,True,N/A,10000000.0,-1.0
Rarible,N/A,True,N/A,25000000.0,-1.0
REVV,N/A,True,N/A,3000000000.0,-1.0
Decentral Games,N/A,True,N/A,1000000.0,-1.0
UniLayer,N/A,True,N/A,40000000.0,-1.0
Shroom.Finance,N/A,True,N/A,65557424.10714285,-1.0
Doki Doki Finance,N/A,True,N/A,49999.95334533042,-1.0
Monavale,N/A,True,N/A,9948.780912083932,-1.0
Polkamarkets,N/A,True,N/A,100000000.0,-1.0
Aloha,N/A,True,N/A,98790937.50000001,-1.0
BallSwap,N/A,True,N/A,888888888888.0,-1.0
xToken,N/A,True,N/A,1000000000.0,-1.0
Sifchain,N/A,True,N/A,53991918.33275256,-1.0
Oxen,CryptoNight-Heavy,True,PoW,,
Opacity,N/A,True,N/A,130000000.0,-1.0
HOPR,N/A,True,N/A,158997475.3239684,-1.0
Igi,N/A,False,N/A,,
Dynamic Set Dollar,N/A,True,N/A,,
Pepemon Pepeballs,N/A,True,N/A,14000.0,-1.0
Node Runners,N/A,True,N/A,28000.0,-1.0
Chonk,N/A,True,N/A,39000.0,-1.0
WAXE,N/A,True,N/A,3700000.0,-1.0
Waifu Token,N/A,True,N/A,624203470.214659,-1.0
BONK Token,N/A,True,N/A,3000000.0,-1.0
DAOBet,N/A,True,N/A,,
Mandala Exchange Token,N/A,True,N/A,,
CapriCoin,X11,True,PoW/PoS,,
CPChain,N/A,True,N/A,0.0,0.0
Alchemix,N/A,True,N/A,1091778.5039026635,-1.0
AntiMatter,N/A,True,N/A,100000000.0,-1.0
DeFi Wizard,N/A,True,N/A,1000000.0,-1.0
Urus Token,N/A,True,N/A,1000000.0,-1.0
VKENAF,N/A,True,N/A,98500000.0,-1.0
Font,N/A,True,N/A,2000000.0,-1.0
Shadows,N/A,True,N/A,39899999.940000005,-1.0
Huobi Fil,N/A,False,N/A,1735301.49224592,-1.0
Modum,N/A,True,N/A,,
Modefi,N/A,True,N/A,,
Cryptoenter,N/A,False,N/A,,
Muse,N/A,True,N/A,793001.6570650971,-1.0
Degov,N/A,True,N/A,24999.999999999996,-1.0
Polyient Games Governance Token,N/A,True,N/A,20000.0,-1.0
PolySwarm,N/A,True,N/A,1885913075.8515422,-1.0
AC Milan Fan Token,N/A,True,N/A,0.0,0.0
Nestree,N/A,True,N/A,2994901340.0,-1.0
Goose Finance,N/A,True,N/A,0.0,0.0
Tranche Finance,N/A,True,N/A,20000000.0,-1.0
Bintex Futures,N/A,True,N/A,20000000.0,-1.0
Blank Token,N/A,True,N/A,,
Deflect,N/A,True,N/A,,
bAlpha,N/A,True,N/A,18000.1,-1.0
EHash,N/A,True,N/A,20000000.0,-1.0
TORUS Token,N/A,False,N/A,,
Decentralized Oracle,N/A,True,N/A,100000000.0,-1.0
Avaluse,N/A,True,N/A,100000000.0,-1.0
ScPrime,Blake2b,True,N/A,,
Falconswap,N/A,True,N/A,0.0,0.0
PAID Network,N/A,True,N/A,594717455.71,594717455.71
MANTRA DAO,N/A,True,N/A,220999999.95999998,-1.0
DAO Maker,N/A,True,N/A,306274999.0,-1.0
Poolz Finance,N/A,True,N/A,5000000.0,5000000.0
YfDAI.finance,N/A,True,N/A,20999.999999999996,20999.999999999996
UniCrypt,N/A,True,N/A,,
YFPRO Finance,N/A,True,N/A,,
Rapidz,N/A,True,N/A,,
Morpher,N/A,True,N/A,,
AMPnet,N/A,True,N/A,7000000.0,-1.0
PROXI,N/A,True,N/A,,
Axis DeFi,N/A,True,N/A,,
Tamy Token,N/A,True,N/A,,
Ethernity Chain,N/A,True,N/A,30000000.0,-1.0
BSYS,N/A,True,N/A,,
NFT Rehab,N/A,True,N/A,5000.0,-1.0
Chow Chow Finance,N/A,True,N/A,100000000.0,-1.0
StarChain,N/A,True,N/A,,
Dola USD Stablecoin,N/A,True,N/A,30015512.35985487,-1.0
Yield Protocol,N/A,True,N/A,140661635.5775238,-1.0
Unifund,N/A,True,N/A,36676103.82170612,-1.0
Value Set Dollar,N/A,True,N/A,58609.63949914519,-1.0
Chain Guardians,N/A,True,N/A,120000000.0,-1.0
Infinium,CryptoNight,False,PoW,,
HAPI,N/A,True,N/A,435462.540001029,-1.0
Argon,N/A,True,N/A,,
Yieldwatch,N/A,False,N/A,,
VeraSwap,N/A,False,N/A,,
GSPI,N/A,True,N/A,,
Playcent,N/A,True,N/A,60000000.0,-1.0
Whirl Finance,N/A,True,N/A,,
Slime Finance,N/A,False,N/A,,
CELEBPLUS,N/A,True,N/A,1000000000.0,-1.0
Kine Protocol,N/A,True,N/A,100000000.0,-1.0
Diesel,N/A,False,N/A,,
NFTL Token,N/A,False,N/A,,
CyberTime Finance,N/A,False,N/A,,
keyTango,N/A,True,N/A,50000000.0,-1.0
BitcashPay,N/A,True,N/A,850000000.0,-1.0
ORO,N/A,True,N/A,,
Insolar,N/A,True,DPoS,1000000000.0,1000000000.0
Insolar (Old Chain),N/A,True,N/A,,
Wrapped Moon Cats,N/A,False,N/A,14499.999999999998,-1.0
Eventchain,N/A,True,N/A,,
Evrice,N/A,False,N/A,,
EDDASwap,N/A,True,N/A,5000.0,-1.0
B26 Finance,N/A,False,N/A,26000.0,-1.0
Visor,N/A,False,N/A,100000000.0,-1.0
JustLiquidity Binance,N/A,True,N/A,,
Dukascoin,N/A,False,N/A,20000000000.0,-1.0
Sad Cat Token,N/A,True,N/A,17524091708.89,-1.0
Hydro Protocol,N/A,True,N/A,,
Xend Finance,N/A,True,N/A,,
Lepricon,N/A,True,N/A,777777777.0,-1.0
Brickchain FInance,N/A,False,N/A,,
Bscview,N/A,False,N/A,,
Quam Network,N/A,False,N/A,,
LockTrip,N/A,True,N/A,0.0,0.0
Loco,Quark,True,PoW/PoS,0.0,0.0
Etherland,N/A,True,N/A,70686070.0,-1.0
Dafi Protocol,N/A,True,N/A,2250000000.0,-1.0
Blockchain Cuties Universe Governance,N/A,True,N/A,2227942.72,-1.0
dKargo,N/A,True,N/A,5000000000.0,-1.0
MurAll,N/A,True,N/A,22017678540.5,-1.0
AllForOneBusiness,N/A,True,N/A,,
GameStars,N/A,True,N/A,500000000.0,-1.0
Unisocks,N/A,True,N/A,301.99285792661806,-1.0
Gameswap,N/A,True,N/A,20000000.0,-1.0
NFTX Hashmasks Index,N/A,True,N/A,214.79490550495586,-1.0
Non-Fungible Yearn,N/A,True,N/A,99999.99999999999,-1.0
Xeno Token,N/A,True,N/A,2100000000.0,-1.0
Polka City,N/A,True,N/A,250000000.0,-1.0
Gourmet Galaxy,N/A,True,N/A,20000000.0,-1.0
NFTLootBox,N/A,True,N/A,40000.0,-1.0
HBTC Captain Token,N/A,False,N/A,1163892933.3857296,1163892933.3857296
Hybrid Bank Cash,N/A,True,N/A,,
Stater,N/A,True,N/A,100000000.0,-1.0
Arrano,N/A,False,N/A,81800.0,-1.0
CheeseCake Swap,N/A,False,N/A,,
Dora Factory,N/A,True,N/A,10000000.0,-1.0
Taraxa,N/A,True,N/A,10000000000.0,-1.0
Ovr,N/A,True,N/A,102072505.71868792,0.0
US Steel Corp,N/A,True,N/A,,
Curate,N/A,True,N/A,,
A2DAO,N/A,True,N/A,19739999.999999996,-1.0
FM Gallery,N/A,True,N/A,100000000.0,-1.0
KIWI DEFI,N/A,False,N/A,,
Tower,N/A,True,N/A,10000000000.0,-1.0
Unifty,N/A,True,N/A,5000000.0,-1.0
TecraCoin,Lyra2Z,False,PoW,0.0,0.0
ICAP Token,N/A,False,N/A,95480.56831282427,-1.0
SOTA Finance,N/A,True,N/A,100000000.0,-1.0
Gala,N/A,True,N/A,35875263567.31485,-1.0
Name Changing Token,N/A,True,N/A,52127190.54664352,-1.0
Wolves of Wall Street,N/A,True,N/A,26324.565622802133,-1.0
XMON,N/A,True,N/A,10000.0,-1.0
Space Cow Boy,N/A,False,N/A,99999.99999999999,-1.0
Convergence,N/A,True,N/A,,
Voice Token,N/A,False,N/A,44612.46,-1.0
Mute,N/A,True,N/A,31188934.89360874,-1.0
Ethverse,N/A,True,N/A,36968268.00915949,-1.0
Zero Utility Token,N/A,True,N/A,968.7557748718004,-1.0
NFT Index,N/A,False,N/A,982.4564031603169,-1.0
Oxcert,N/A,True,N/A,343562130.402,-1.0
Artfinity Token,N/A,True,N/A,1000000000.0,-1.0
CHADS VC,N/A,True,N/A,58548626.72040076,-1.0
Epanus,N/A,True,N/A,15000000.0,-1.0
SyncCoin,X11,True,PoW/PoS,,
Sync Network,N/A,True,N/A,154198814.1432826,-1.0
Bidipass,N/A,True,N/A,1500000000.0,-1.0
Big Data Protocol,N/A,True,N/A,64923252.85185185,-1.0
BitcoinFile,N/A,True,PoS,,
Beefy.Finance,N/A,True,N/A,80000.0,-1.0
DeltaChain,N/A,False,N/A,7500000000.0,-1.0
Delta Financial,N/A,True,N/A,44464967.64929998,-1.0
Cash Tech,N/A,True,N/A,151951072.0,-1.0
Blizzard.money,N/A,False,N/A,640405.1856750281,-1.0
LNAsolution Coin,N/A,True,N/A,10000000000.0,-1.0
Seedify.fund,N/A,True,N/A,100000000.0,-1.0
Inverse Finance,N/A,True,N/A,99999.99999999999,-1.0
Invictus,X11,True,PoW/PoS,,
Olympus,N/A,True,N/A,4821892.001133194,-1.0
DomRaider,N/A,True,N/A,1300000000.0,-1.0
SignatureChain,N/A,True,N/A,873217393.9996158,-1.0
Rope,N/A,True,N/A,28000.0,-1.0
XAYA,NeoScrypt,True,PoW,0.0,0.0
pulltherug.finance,N/A,False,N/A,10000.0,-1.0
ParamountDax Token,N/A,False,N/A,49127330.998989895,-1.0
FUD.finance,N/A,False,N/A,22011.023,-1.0
GamyFi Token,N/A,True,N/A,9125000.0,-1.0
ETNA Network,N/A,True,N/A,100000000.0,-1.0
SafeBTC,N/A,True,N/A,1000000000000000.0,-1.0
Tidal Finance,N/A,True,N/A,19838000001.0,-1.0
KickPad,N/A,True,N/A,203768315.0,-1.0
GraphLinq Protocol,N/A,True,N/A,499999961.366567,-1.0
Bitsz,N/A,False,PoW/PoS,100017495.00219826,0.0
Pundi X,N/A,True,N/A,258498693019.06998,-1.0
AurusDeFi,N/A,True,N/A,30000000.0,-1.0
AurusSILVER,N/A,True,N/A,383994.18799999997,-1.0
Illuvium,N/A,True,N/A,7000000.0,-1.0
Meliora,N/A,True,N/A,3900000.0,-1.0
Polaris,N/A,False,N/A,176602.8119090909,-1.0
MerchDAO,N/A,True,N/A,9000000.0,-1.0
DAOhaus,N/A,False,N/A,1000000.0,-1.0
Unmarshal,N/A,True,N/A,100000000.0,-1.0
Cope,N/A,True,N/A,,
Unlock Protocol,N/A,True,N/A,1000505.3909780191,-1.0
Wrapped XDAI,N/A,False,N/A,,
Shyft Network,N/A,True,N/A,,-1.0
Aquachain,Argon2,True,PoW,,
DREP,N/A,True,N/A,100000000.0,-1.0
CafeSwap Token,N/A,True,N/A,,
Marginswap,N/A,True,N/A,10000000.0,-1.0
DDS.Store,N/A,False,N/A,1300000.0,-1.0
Midas Dollar Share,N/A,True,N/A,,
Benchmark Protocol,N/A,True,N/A,4592617.163212559,-1.0
SEEN,N/A,False,N/A,1000000.0,-1.0
Wault Finance,N/A,False,N/A,,
Huobi Ethereum,N/A,False,N/A,,
Wrapped Origin Axie,N/A,False,N/A,133.0,-1.0
Wrapped Virgin Gen-0 CryptoKittties,N/A,False,N/A,678.0,-1.0
Cocaine Cowboy Shards,N/A,False,N/A,10000.0,-1.0
DoYourTip,N/A,True,N/A,1439960.961885791,-1.0
Roketsin,N/A,False,N/A,,
Recom,N/A,False,N/A,99999.99999999999,-1.0
Multiplier,N/A,False,N/A,,
Moola,N/A,False,N/A,,
BSCPAD,N/A,True,N/A,,
SigmaUSD,N/A,False,N/A,,
Very Nifty,N/A,False,N/A,545.0,-1.0
SigmaRSV,N/A,False,N/A,,
Debase,N/A,False,N/A,32165906.374135435,-1.0
Alpaca Finance,N/A,True,N/A,161038614.3483124,-1.0
Siren,N/A,True,N/A,100000000.0,-1.0
Unique Photo,N/A,False,N/A,29000000.0,-1.0
Belt,N/A,False,N/A,,
TOOLS,N/A,True,N/A,,
Keep Calm and Hodl,N/A,False,N/A,999999999999.0,999999999999.0
Talleo,N/A,False,N/A,,
Zero Collateral Dai,N/A,False,N/A,133638851.59963308,133638851.59963308
True Investment Finance,N/A,False,N/A,,
bDollar Share,N/A,False,N/A,0.0,0.0
Hype,N/A,True,N/A,63267670.2125,63267670.2125
Arca,N/A,False,N/A,2500.0,2500.0
Asia Pacific Electronic Coin,N/A,False,N/A,,
Daiquilibrium,N/A,False,N/A,11372671.34392482,11372671.34392482
VKF Platform,N/A,False,N/A,1470000000.0,1470000000.0
10X Short BNB Token,N/A,False,N/A,28881.59868679,28881.59868679
10X Short Bitcoin Token,N/A,False,N/A,338.79260665000004,338.79260665000004
10X Short Bitcoin Cash Token,N/A,False,N/A,2105055.23784824,2105055.23784824
10X Short Ethereum Token,N/A,False,N/A,747059.19323054,747059.19323054
10X Short Litecoin Token,N/A,False,N/A,164943.76386591,164943.76386591
10X Short OKB Token,N/A,False,N/A,4609912577.0047455,4609912577.0047455
QANplatform,N/A,True,N/A,,
Phantasma Energy,N/A,False,N/A,31327052.015417166,-1.0
Helmet Insure,N/A,False,N/A,,
ARTH,N/A,True,N/A,631538858.5079997,631538858.5079997
StaysBASE,N/A,False,N/A,0.0,0.0
PegShares,N/A,False,N/A,34652305.234808914,34652305.234808914
DEFI Top 5 Tokens Index,N/A,False,N/A,448800.0535441205,448800.0535441205
CurrySwap,N/A,False,N/A,11153958.489390833,11153958.489390833
Koinos,N/A,False,N/A,99538298.76855388,99538298.76855388
Basis Gold Share,N/A,False,N/A,1000001.0,1000001.0
DarkBundles,N/A,False,N/A,1000000.0,1000000.0
r3fi.finance,N/A,False,N/A,5000000.0,5000000.0
zzz.finance v2,N/A,False,N/A,19999.9999,19999.9999
XUSD Stable,N/A,False,N/A,13324.545432784516,13324.545432784516
EXTRA ORDINARY,N/A,True,N/A,,
QFinance,N/A,False,N/A,1000000.0,1000000.0
Polyient Games Unity,N/A,False,N/A,338801.81566112756,338801.81566112756
Gasgains,N/A,False,N/A,1000000.0,1000000.0
Klondike BTC,N/A,False,N/A,210.8225113605235,210.8225113605235
Klondike Finance,N/A,False,N/A,1000000.000001,1000000.000001
Klondike Bond,N/A,False,N/A,,
GOGO Finance,N/A,False,N/A,2400.0,-1.0
Vai,N/A,True,N/A,,
Xion Finance,N/A,True,N/A,0.0,0.0
Govi,N/A,True,N/A,32000000.0,32000000.0
Soak Token,N/A,False,N/A,0.0,0.0
Polaris Share,N/A,True,N/A,4940000000.0,4940000000.0
Fairum,N/A,False,N/A,5000000.0,5000000.0
Everest,N/A,True,N/A,800000000.0,-1.0
B20,N/A,True,N/A,10000000.0,-1.0
Birthday Cake,N/A,False,N/A,,
Berry Data,N/A,True,N/A,,
Sinelock,N/A,False,N/A,94999.99999999999,-1.0
Neulaut Token,N/A,False,N/A,1500000000.0,-1.0
Viking Swap,N/A,False,N/A,0.0,0.0
AIOZ Network,N/A,True,N/A,962466666.0,-1.0
Splyt,N/A,True,N/A,500000000.0,-1.0
Polkamon,N/A,True,N/A,8956024.96762,-1.0
Metis,N/A,True,N/A,1200000000.0,-1.0
Method Finance,N/A,True,N/A,100000000.0,-1.0
XBE Token,N/A,True,N/A,,
Alchemist,N/A,True,N/A,1196147.475686665,-1.0
Rope Token,N/A,False,N/A,0.0,0.0
SaTT,N/A,True,N/A,,
COVIR,N/A,True,N/A,8000000.0,-1.0
Moss Carbon Credit,N/A,True,N/A,2601180.1726941783,-1.0
Tardigrades Finance,N/A,False,N/A,1e+17,-1.0
KwikSwap,N/A,False,PoW,250000000.0,250000000.0
Hive,N/A,True,DPoS/PoB,364967546.586,394609588.649
Work Quest,N/A,True,N/A,100000000.0,-1.0
Mindsync,N/A,False,N/A,118810232.0,118810232.0
Liquity,N/A,True,N/A,100000000.0,-1.0
Lattice Token,N/A,True,N/A,100000000.0,-1.0
ARNO,N/A,False,N/A,102079622.92,-1.0
Liquity USD,N/A,True,N/A,725576792.1438715,-1.0
8Pay,N/A,False,N/A,88888888.0,-1.0
Konomi Network,N/A,True,N/A,100000000.0,-1.0
Meld Gold,N/A,False,N/A,,
Creditcoin,N/A,True,PoW,681939210.78,2000000000.0
TOP Network,N/A,True,N/A,20000000000.0,-1.0
API3,N/A,True,N/A,106586608.2022126,-1.0
Strike,N/A,True,N/A,6540888.0,-1.0
Interest Bearing Defi Pulse Index,N/A,True,N/A,16311.086723490147,-1.0
Cardstarter,N/A,True,N/A,10000000.0,-1.0
Totem,N/A,True,N/A,10000000.0,-1.0
Carry,N/A,True,N/A,10000000000.0,-1.0
BORA,N/A,True,N/A,1205750000.0,-1.0
Kattana,N/A,True,N/A,,
Oction,N/A,True,N/A,,
Ethereum Push Notification Service,N/A,True,N/A,,
AhaToken,N/A,True,N/A,15000000000.0,-1.0
Huobi Pool Token,N/A,True,N/A,10000000000.0,-1.0
Maro,N/A,True,N/A,709301686.785,1000000000.0
DMD,N/A,True,N/A,0.0,0.0
Rio DeFi,N/A,True,N/A,318019580.0,-1.0
EPIK Token,N/A,True,N/A,,
Elitium,N/A,True,N/A,332200000.0,-1.0
AurusGOLD,N/A,False,N/A,,
GAMEE,N/A,True,N/A,3180000000.0,-1.0
CPCoin,N/A,True,N/A,,
Polkalokr,N/A,True,N/A,100000000.0,-1.0
Rubic,N/A,True,N/A,123999999.99999999,-1.0
Audius,N/A,True,N/A,1059208094.9564775,-1.0
MiL.k,N/A,True,N/A,986245419.0,-1.0
ThunderCore,N/A,True,PoS,10000000000.0,10000000000.0
Digital Fitness,N/A,True,N/A,50000000.0,-1.0
MOBOX,N/A,True,N/A,389639026.04165804,-1.0
Trodl,N/A,False,N/A,74406218.49110627,-1.0
Space Hoge,N/A,False,N/A,100000000000000.0,-1.0
GamerCoin,N/A,True,N/A,880000000.0,-1.0
Coliseum,N/A,False,N/A,,
BaaSid,N/A,True,N/A,10000000000.0,-1.0
Unbox.Art,N/A,False,N/A,,
Professional Fighters League Fan Token,N/A,False,N/A,,
Innovative Bioresearch Coin,N/A,True,N/A,397990000000.0,-1.0
PolkaFoundry,N/A,True,N/A,,
Zero Exchange,N/A,True,N/A,,
UnoRe,PoS,True,N/A,,
ETHA Lend,N/A,True,N/A,,
Bio Passport,N/A,True,N/A,,
FunFair,N/A,True,N/A,10994873521.398026,-1.0
KRATOS,N/A,False,N/A,,
ThingsOperatingSystem,N/A,True,N/A,1000000000.0,-1.0
Sora,N/A,True,N/A,111430.39361500404,-1.0
Mettalex,N/A,True,N/A,40000000.0,-1.0
BondAppetit,N/A,True,N/A,100000000.0,-1.0
Rari Governance Token,N/A,True,N/A,12500000.0,-1.0
Savix,N/A,False,N/A,,
White Pigeon,N/A,False,N/A,,
aGifttoken,N/A,True,N/A,,
Revomon,N/A,True,N/A,100000000.0,-1.0
Basis Share,N/A,True,N/A,,
BitAsean,N/A,True,N/A,,
SOBA Token,N/A,True,N/A,10000000000.0,-1.0
Holder Finance,N/A,False,N/A,,
Equalizer,N/A,True,N/A,100000000.0,-1.0
Ather,TRC10,False,DPoS,,
Zoomy,N/A,False,N/A,,
Rigel Protocol,N/A,False,N/A,,
New BitShares,N/A,True,N/A,3100208791.67291,-1.0
Omni,Scrypt,True,PoW,0.0,0.0
Secure Pad,N/A,True,N/A,350000.0,-1.0
Defi For You,N/A,False,N/A,846416467.712,-1.0
K21,N/A,True,N/A,21000000.0,-1.0
ATMChain,N/A,False,N/A,,
BACoin,N/A,True,N/A,,
Linkflow,N/A,True,N/A,2500000000.0,-1.0
Blind Boxes,N/A,True,N/A,100000000.0,-1.0
Finminity,N/A,True,N/A,9529692.970076296,-1.0
CODEX Finance,N/A,False,N/A,6877345.420142378,-1.0
DEXTF,N/A,True,N/A,100000000.0,-1.0
Beyond Finance,N/A,True,N/A,100000000.0,-1.0
Deeper Network,N/A,True,N/A,10000000000.0,-1.0
Revolution Populi,N/A,True,N/A,2000000000.0,-1.0
Gains,N/A,False,N/A,100000000.0,-1.0
Metaverse Index,N/A,True,N/A,186366.986974408,-1.0
Wrapped ECOMI,N/A,True,N/A,3326723914.562744,-1.0
Value Network Token,N/A,False,N/A,100000000.0,-1.0
MobiFi,N/A,True,N/A,150000000.0,-1.0
Signata,N/A,True,N/A,100000000.0,-1.0
Space Monkey,N/A,False,N/A,483374467928.00684,-1.0
Arweave,SHA-256,True,PoW,64598643.0,66000000.0
BasketCoin,N/A,False,N/A,19737388.37248865,-1.0
Vulcan Forged,N/A,True,N/A,50000000.0,-1.0
Wrapped Tezos,N/A,True,N/A,6911.385880000001,-1.0
Froge Finance,N/A,False,N/A,405071779156.7969,-1.0
Arteon,N/A,True,N/A,1.1111100269104086e+21,-1.0
Clever DeFi,N/A,False,N/A,1213537.7002189723,-1.0
ShardingDAO,N/A,True,N/A,10272178.82126,-1.0
Kambria Yield Tuning Engine,N/A,True,N/A,25000000.0,-1.0
FUNDChains,N/A,True,N/A,,
Unification,N/A,True,N/A,,
Zappermint,N/A,False,N/A,,
FinanceX,N/A,True,N/A,,
Yearn Coin Barter Finance,PoS,False,PoS,,
DAOventures,PoS,False,Proof of Stake,,
Peanut,N/A,True,N/A,,
Razor Network,PoS,True,N/A,,
TORUM,N/A,False,N/A,,
Genesis Shards,N/A,True,N/A,208969354.0,-1.0
Rocket Vault,N/A,True,N/A,75000000.0,-1.0
Zignaly,N/A,True,N/A,2000000000.0,-1.0
BlackFort Token,N/A,False,N/A,,
My Identity Coin,N/A,True,N/A,,
Ideaology,N/A,True,N/A,,
Unizen,N/A,True,N/A,999985819.8908154,-1.0
MAPS,SPL Token,True,PoH,1000000000.0,10000000000.0
TrueFi,N/A,True,N/A,1441129426.985357,1441129426.985357
Axion,N/A,True,N/A,108171291671.90279,108171291671.90279
Meridian Network LOCK,N/A,True,N/A,0.0,0.0
disBalancer,N/A,True,N/A,2450000.0,-1.0
CryptoKek,N/A,True,N/A,,
Basis Cash,N/A,True,N/A,,
Saren,N/A,False,N/A,1000000000.0,-1.0
kxUSD,N/A,True,N/A,1008872.6154994543,-1.0
Munch Token,N/A,True,N/A,99999999999999.98,-1.0
iDice,N/A,True,N/A,,
Popsicle Finance,N/A,True,N/A,64638422.85238095,69000000.0
DigiCube,N/A,True,PoS,,
Wrapped ANATHA,N/A,True,N/A,292557324.8899968,-1.0
Polkadex,N/A,True,N/A,3053685.0,-1.0
PolkaDomain,N/A,False,N/A,10000000.0,-1.0
SmartKey,N/A,True,N/A,,
SpiderDAO,N/A,True,N/A,,
Wrapped Celo Dollar,N/A,False,N/A,,
The Etho Protocol,Ethash,True,PoW,0.0,0.0
Tokenlon,N/A,True,N/A,,
OG Fan Token,BEP20 Token,True,Proof of Authority,,
KVANT,N/A,True,PoS,,
Binance VND,BEP-2,False,N/A,,
Juventus Fan Token,N/A,True,N/A,,
NFX Coin,N/A,False,N/A,,
governance ZIL,N/A,True,N/A,,
Catcoin,Scrypt,True,PoW,,
Cat Token,N/A,True,N/A,10999500.0,-1.0
XPocket,N/A,False,N/A,,
1irstcoin,N/A,True,N/A,,
Futureswap,N/A,True,N/A,8366668.133233903,-1.0
Doge Killer,N/A,True,N/A,107646.8491382332,-1.0
Dogira,N/A,True,N/A,100000000.0,-1.0
Daxhund,N/A,True,N/A,100000000.0,-1.0
Bulldog Token,N/A,True,N/A,95835000.0,-1.0
Husky,N/A,False,N/A,1000000000000000.0,-1.0
Chainsquare,N/A,True,N/A,100000000.0,-1.0
Stoner Doge Finance,N/A,False,N/A,132922025.00668773,-1.0
Apron,N/A,True,N/A,1000000000.0,-1.0
XSL Labs,N/A,True,N/A,7300000000.0,-1.0
Xfit,N/A,True,N/A,400000000.0,-1.0
Bingo Share,N/A,True,N/A,35001.0,-1.0
Grace Period Token,N/A,False,N/A,,
Bonded Finance,N/A,True,N/A,,
dART Insurance,N/A,False,N/A,142090000.0,-1.0
GogolCoin,N/A,True,N/A,295000000.0,-1.0
LandBox,N/A,True,N/A,18596007808.0,-1.0
KelVPN,N/A,True,N/A,100000000.0,-1.0
ANS Crypto Coin,N/A,True,N/A,,
Dain Token,N/A,True,N/A,5000000000.0,-1.0
Bficoin,N/A,False,N/A,5100100.0,-1.0
Meteorite Network,N/A,False,N/A,15000.0,-1.0
DeHive,N/A,True,N/A,3956561.0158734997,-1.0
2GETHER,N/A,True,N/A,,
Guarded Ether,N/A,True,N/A,1605664.6722709802,-1.0
DaftCoin,N/A,False,N/A,81680521.65361449,-1.0
Bloomzed Loyalty Club Ticket,N/A,True,N/A,,
Perpetual Protocol,N/A,True,N/A,150000000.0,-1.0
DXdao,N/A,True,N/A,148976.87607392686,148976.87607392686
CoFIX,N/A,False,N/A,,
IZE,N/A,False,N/A,,
Ino Coin,N/A,True,N/A,,
Umbria Network,N/A,True,N/A,5259036.206,-1.0
Cipher Core Token,N/A,False,N/A,,
Persistence,N/A,True,N/A,,
Cenfura Token,N/A,True,N/A,,
Saffron.finance,N/A,True,N/A,,
Tenset,DPoS,True,N/A,200729618.0340819,-1.0
LabraCoin,N/A,True,N/A,1000000000000000.0,-1.0
Saito,N/A,True,N/A,3000000000.0,-1.0
BlockSwap Network,N/A,False,N/A,500000000.0,-1.0
SwapDEX,N/A,True,N/A,-839253562.232519,-1.0
SUNI,N/A,True,N/A,1000000000.0,-1.0
PieDAO v2 (DOUGH),N/A,False,N/A,87166742.46321298,87166742.46321298
Compendia,N/A,False,N/A,,
Wrapped BIND,N/A,False,N/A,,
UBIX Network,N/A,True,N/A,,
Juggernaut (JGN),N/A,True,N/A,,
KIMCHI.finance,N/A,True,N/A,,
Meter Stable,N/A,True,PoW/PoS,,
SuperTX,N/A,True,N/A,,
Xriba,N/A,False,N/A,,
Ethereum Yield,N/A,False,N/A,,
BonFi,N/A,True,N/A,,
"Money of Tommorow, Today",Scrypt,True,PoW,,
MasterWin Coin,Quark,False,PoS,,
88mph,N/A,True,N/A,,
Brother Music Platform,N/A,True,N/A,,
Gem Exchange And Trading,N/A,True,N/A,,
Ethersocks,N/A,False,N/A,2990.0,-1.0
Hashshare,N/A,True,N/A,,
CloudCoin,N/A,True,PoS,,
Gold BCR,SHA-256,True,PoS,,
zLOT Finance,N/A,True,N/A,,
Foxdcoin,N/A,True,N/A,0.0,0.0
ELYSIA,N/A,True,N/A,,
Freedom Reserve,N/A,False,N/A,80000000.0,80000000.0
Swapfolio,N/A,True,N/A,,
Base Protocol,N/A,True,N/A,,
Sora Validator Token,N/A,True,N/A,,
BitDefi,N/A,True,N/A,,
GazeTV,N/A,True,N/A,1000000000.0,-1.0
Wrapped Zcash,N/A,False,N/A,,
Wrapped Filecoin,N/A,True,N/A,,
KeeperDAO,N/A,True,N/A,,
Efforce,N/A,True,N/A,,
28VCK,N/A,True,N/A,0.0,0.0
Testa,N/A,True,N/A,,
gAsp,Scrypt,True,PoW,,
Dymmax,N/A,False,N/A,,
AllianceBlock,N/A,True,N/A,,
Hermez Network Token,N/A,True,N/A,,
Contracoin,N/A,True,N/A,,
reflect.finance,N/A,True,N/A,,
BosonCoin,X11,True,PoW/PoS,,
Sting,N/A,True,N/A,,
Stone Token,N/A,True,N/A,100000000.0,-1.0
Coin,N/A,True,N/A,,
